Team,Matches Played,Goals,xG,Shots,Shots on Target,Penalties Scored,Penalties Attempted,Shot Creating Actions,Goal Creating Actions,Passes Completed (Total),Passes Attempted (Total),Passes Completed (Short),Passes Attempted (Short),Passes Completed (Medium),Passes Attempted (Medium),Passes Completed (Long),Passes Attempted (Long),Assists,Expected Assists (xA),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Progressive Carries,Progressive Passes Received,Tackles,Tackles Won,Tackles Defensive Third,Tackles Middle Third,Tackles Attacking Third,Challenges Tackled,Challenges Attempted,Challenges Lost,Blocks,Interceptions,Clearances,Errors,Touches,Touches Defensive Penalty Area,Touches Defensive Third,Touches Middle Third,Touches Attacking Third,Touches Attacking Penalty Area,Live-Ball Touches,Take-Ons Attempted,Successful Take-Ons,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Yellow Cards,Red Cards,Second Yellow Cards,Fouls Committed,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,Age_goal,Goals Against,Shots on Target Against,Saves,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Launched Passes Completed,Launched Passes Attempted,Passes Attempted (GK),Through Balls,Goal Kicks Attempted,Crosses Opposed,Crosses Stopped,Sweeper Actions,Total Aerial Duels,Ball Losses,Progressive Actions (Total),Actions created,Actions in the Penalty Area,Total Duels won,Penaltys Winner,Efficiency,% Aerial Duels,% Passes (Total),% Passes (Short),% Passes (Medium),% Passes (Long),% Tackles/Duels,% Take-Ons,Efficiency GK,% Saves,% Long Passes,% Crosses Stopped
Alavés,38,13.02,33.07,42.97,27.08,31.77,63.02,45.83,16.15,5.21,4.69,6.25,8.33,3.12,2.6,29.17,74.48,28.65,31.77,42.71,24.48,38.8,90.36,27.6,25.26,27.6,31.51,32.81,41.93,42.19,29.69,45.31,57.29,33.85,9.64,19.79,71.61,88.8,4.17,12.76,2.6,4.17,29.17,39.58,4.17,35.42,52.08,3.12,14.58,33.07,52.08,61.46,5.21,47.14,68.49,77.08,28.39,62.5,43.49,77.34,30.73,35.68,36.72,79.69,16.67,10.94,71.35,27.34,34.9,66.67,69.79,80.73,32.29,41.15,26.3,95.31,92.19,14.58,13.54,85.42,55.73,47.4,45.83,83.85,59.9,28.12,38.54,41.67,36.46,28.91,10.16,33.33,5.21,9.38,4.17,11.46,25.52,79.69,51.3,66.67,77.34,42.19
Almería,38,31.77,43.49,52.08,57.81,22.66,15.89,47.14,29.95,28.12,26.56,32.81,31.77,29.17,24.48,20.31,48.44,19.01,11.2,46.88,13.54,11.98,67.71,13.02,33.33,13.02,60.68,51.3,87.76,35.16,17.97,33.33,38.02,53.65,47.66,42.71,80.73,20.05,26.04,70.31,58.85,32.29,9.38,12.76,26.04,52.08,43.49,27.08,31.25,28.65,64.58,82.29,28.12,30.47,21.61,14.58,30.47,87.5,32.29,25.0,23.44,77.86,17.19,72.4,25.0,46.35,18.23,75.0,65.89,27.86,77.08,61.46,73.96,94.79,83.33,60.94,78.12,60.42,65.36,75.0,90.1,47.4,70.05,76.04,80.99,16.41,42.45,13.54,42.19,86.46,23.44,38.28,33.33,42.97,41.15,15.62,35.42,38.02,43.23,20.31,16.15,34.64
Arsenal,38,94.27,93.75,95.83,89.84,91.67,87.5,95.83,95.05,86.46,86.98,91.15,91.67,79.69,81.25,5.99,2.6,91.67,95.83,95.83,91.67,99.48,38.8,95.83,86.98,95.83,47.92,34.38,23.96,55.47,89.06,28.65,23.96,78.65,34.9,28.39,9.9,25.26,85.94,4.69,17.19,73.44,98.44,99.48,85.94,52.6,33.59,81.25,76.56,97.92,78.91,12.76,86.98,85.42,62.24,45.57,81.77,28.12,16.67,87.24,78.12,47.14,22.14,56.77,45.83,13.8,95.83,0.52,0.52,92.97,22.4,24.48,73.96,41.15,0.52,48.96,45.31,57.81,75.78,1.04,9.38,90.36,84.38,55.21,47.4,95.31,96.35,98.96,29.69,65.62,71.35,54.17,86.46,86.46,79.17,46.88,35.94,12.76,13.28,34.38,46.35,98.96
Aston Villa,38,79.95,82.03,68.23,71.09,42.19,29.95,70.57,84.9,64.58,59.9,65.62,64.58,72.4,69.79,22.14,9.9,83.85,72.14,70.83,57.03,80.21,36.98,51.04,81.25,51.04,20.83,14.84,30.99,20.83,32.29,23.7,27.34,62.5,23.96,4.43,21.35,45.83,53.65,81.77,78.12,38.02,60.42,83.33,53.65,78.12,69.27,59.9,52.08,78.65,95.31,3.12,63.02,29.43,62.24,77.08,70.05,79.17,82.55,47.4,82.55,14.32,6.25,8.85,84.9,29.17,38.02,55.47,51.82,45.83,17.97,20.05,73.96,41.15,71.61,29.69,30.73,92.71,56.51,19.53,20.31,94.27,91.67,8.33,51.56,58.85,76.04,82.29,16.15,65.62,71.35,33.85,77.08,77.6,80.73,56.25,15.1,43.23,66.93,43.23,48.44,97.92
Atalanta,38,79.95,69.27,76.82,82.55,59.11,45.31,79.17,83.33,63.02,67.19,68.75,70.31,61.98,61.98,46.88,36.46,86.46,59.9,85.16,67.71,85.94,94.53,82.81,68.75,82.81,51.04,48.7,35.94,60.94,73.18,46.09,45.57,52.6,78.12,62.5,26.56,82.55,68.75,19.27,52.08,60.94,81.25,70.83,68.75,34.38,36.46,44.79,59.11,59.11,23.96,10.42,63.54,65.1,68.49,45.57,26.56,16.15,54.69,47.4,23.44,47.14,84.9,87.5,47.14,42.97,82.29,20.83,27.08,84.64,77.08,61.46,85.16,87.76,15.36,51.04,48.44,25.52,91.67,60.42,29.17,50.52,78.12,72.92,11.46,81.25,81.51,76.04,43.23,86.46,91.93,93.75,54.69,47.4,60.42,53.65,49.48,53.12,43.23,64.58,42.19,64.58
Athletic Club,38,67.19,57.03,42.97,57.81,31.77,45.31,45.83,67.45,44.79,52.08,55.21,59.9,44.79,45.83,33.59,64.06,66.15,66.67,50.0,63.54,75.0,93.75,71.35,73.96,71.35,32.81,42.19,9.9,73.44,82.55,55.47,60.68,41.93,40.62,17.71,32.29,94.53,51.56,4.17,8.85,59.9,76.56,67.19,51.56,75.0,66.67,37.5,64.06,68.23,52.86,18.23,44.79,55.99,28.65,22.92,16.67,51.04,25.52,47.4,57.81,14.32,82.29,68.75,39.84,10.94,89.32,15.1,25.0,92.97,42.71,20.05,91.15,87.76,17.71,84.9,88.54,41.93,46.88,59.9,44.79,59.38,72.4,63.02,30.21,72.4,50.0,72.4,46.61,92.71,74.22,59.9,34.9,37.5,35.94,20.31,53.91,41.15,77.6,83.33,27.6,63.8
Atlético Madrid,38,77.08,77.34,50.78,82.55,59.11,53.65,53.12,79.17,72.4,75.0,86.46,85.94,49.48,48.96,42.71,27.08,75.78,79.69,52.6,68.75,84.9,38.8,70.83,78.39,70.57,68.75,69.01,58.33,72.14,61.98,72.92,70.83,31.77,67.71,10.42,66.67,79.69,74.48,37.5,66.93,72.92,67.19,77.6,74.48,20.57,42.19,59.38,70.31,62.5,74.22,59.9,73.96,35.42,28.65,22.92,55.21,60.94,2.6,47.4,82.55,77.86,56.77,29.69,79.17,4.69,79.17,24.74,30.73,78.65,17.97,20.05,32.29,87.76,15.36,18.23,18.23,2.6,65.36,71.35,76.04,69.79,17.19,21.88,76.56,71.88,61.72,76.56,72.4,65.62,65.36,68.23,70.83,81.77,54.43,59.38,52.6,92.19,35.68,67.71,35.42,55.73
Augsburg,34,60.42,54.43,52.86,28.39,63.8,72.4,43.75,53.39,17.19,19.27,10.94,11.98,26.56,30.21,37.5,55.21,63.28,70.31,35.42,38.02,62.5,85.94,28.65,19.79,28.91,36.98,38.54,25.78,60.16,59.11,26.04,27.34,67.97,82.29,56.25,72.92,66.15,18.23,39.06,25.0,18.75,40.1,65.62,18.23,26.04,25.0,20.31,10.42,9.11,39.58,85.94,16.67,57.81,49.48,45.57,18.23,21.35,14.84,66.15,15.36,30.99,52.34,90.1,8.59,24.48,24.48,78.39,78.91,14.84,85.16,80.73,88.28,87.76,72.92,72.92,63.54,87.5,4.95,44.27,77.08,61.2,83.33,91.67,66.15,26.56,45.83,56.25,30.21,89.32,59.9,47.4,14.06,6.77,16.15,30.21,48.96,30.73,38.8,46.88,62.5,48.96
Barcelona,38,87.24,93.75,86.46,92.71,67.19,63.02,89.58,89.32,95.31,95.31,95.31,95.31,95.31,94.27,81.77,33.33,83.85,96.35,88.02,96.35,90.62,63.28,92.19,96.88,92.19,27.86,42.71,33.59,36.46,50.78,12.24,17.19,70.31,9.64,11.2,16.67,27.08,94.27,16.15,47.4,96.88,93.75,90.62,94.27,90.62,84.9,90.1,94.79,90.1,32.81,57.55,95.31,40.89,62.24,45.57,70.05,76.82,8.85,70.05,82.55,77.86,31.25,41.41,77.6,16.93,76.82,20.31,23.96,90.1,17.97,24.48,32.29,41.15,19.27,17.19,4.17,54.17,43.49,29.69,33.33,16.41,43.75,30.47,45.31,93.75,89.58,92.19,26.3,28.91,44.79,78.91,94.79,95.05,95.83,96.09,62.5,55.73,43.23,56.77,99.48,16.15
Bayern Munich,34,98.96,100.0,98.44,97.92,63.8,51.04,98.44,99.48,97.4,97.4,93.75,94.27,98.96,98.96,75.0,17.19,99.22,99.74,97.92,97.4,98.44,83.85,98.96,98.44,98.96,32.81,40.89,22.92,25.26,94.79,30.47,33.33,57.29,42.71,47.4,11.98,15.62,97.4,35.94,71.35,95.83,97.4,97.92,97.4,100.0,100.0,92.71,96.35,96.35,79.95,5.21,97.4,94.01,58.33,45.57,96.88,9.38,47.14,28.39,63.54,77.86,77.08,44.53,87.5,51.56,63.8,17.71,13.02,72.14,36.98,35.68,73.96,41.15,27.86,16.15,11.72,71.88,77.86,10.16,11.98,17.97,76.56,22.4,36.98,98.44,98.44,97.92,35.16,65.62,63.28,94.27,95.31,90.1,97.4,97.92,58.85,93.75,31.25,22.4,78.65,25.26
Betis,38,42.19,28.39,56.25,41.93,22.66,20.57,59.38,41.41,56.77,54.17,70.83,69.27,39.06,38.02,31.25,29.69,38.8,48.7,58.85,39.84,65.62,16.67,50.0,57.29,49.48,84.11,88.54,56.25,94.79,66.41,86.98,75.52,43.75,41.15,66.67,69.27,75.26,57.81,33.07,52.6,57.81,63.02,64.06,57.81,84.9,85.94,43.75,53.65,66.15,23.44,1.56,57.29,40.89,53.91,45.57,60.94,89.06,34.11,20.83,30.73,26.3,66.15,51.56,45.31,48.44,73.96,39.06,51.82,78.65,69.79,73.18,73.96,41.15,34.11,59.9,57.81,33.59,50.26,68.49,61.98,72.14,59.9,52.08,3.65,50.52,54.17,62.5,87.76,65.62,57.55,43.75,57.29,71.88,45.31,44.27,90.62,70.83,74.48,82.29,44.27,66.93
Bochum,34,42.19,47.14,85.94,56.51,50.78,36.46,81.77,43.75,11.46,17.71,13.02,18.75,5.73,10.42,61.2,95.31,47.4,54.43,77.6,36.98,51.82,81.25,32.29,6.77,31.25,74.48,77.86,55.47,88.28,66.41,74.22,63.54,48.96,89.32,65.36,81.77,66.15,21.35,41.67,16.15,27.08,46.35,61.98,21.35,7.29,6.25,8.33,6.77,9.11,62.5,50.78,10.42,9.9,58.33,77.08,21.35,70.31,12.5,56.77,12.24,10.16,84.38,99.48,0.52,39.06,10.42,81.77,73.44,21.09,88.28,89.32,88.28,41.15,81.77,100.0,100.0,97.92,3.12,46.61,80.21,75.26,99.48,100.0,63.02,25.52,79.17,54.69,77.6,81.77,34.11,49.48,1.56,1.56,1.56,10.94,68.75,15.62,15.89,16.67,83.33,63.02
Bologna,38,54.69,39.58,49.74,50.0,42.19,45.31,47.14,41.41,88.02,85.94,89.58,89.58,78.12,75.52,36.46,14.58,44.01,16.93,51.04,71.35,31.25,18.23,51.56,49.74,51.56,60.68,60.68,52.6,76.04,29.69,52.6,37.5,73.7,44.79,11.98,41.15,27.08,86.98,59.9,90.1,88.54,57.29,29.17,86.98,53.65,40.1,78.65,48.96,38.02,70.31,53.12,88.02,46.35,62.24,33.07,43.49,69.01,74.48,34.64,38.8,47.14,27.6,26.56,72.4,36.72,93.23,9.9,17.71,90.1,61.72,31.25,85.16,94.79,4.69,20.31,21.88,30.73,40.36,39.58,49.48,11.46,13.28,26.56,69.79,52.6,46.88,26.04,57.81,92.71,63.28,53.65,87.5,90.62,91.15,63.54,77.6,24.48,64.06,81.77,35.94,9.38
Bournemouth,38,54.69,66.15,76.82,66.93,22.66,20.57,75.52,49.22,18.23,18.49,18.23,17.19,22.92,19.79,33.59,77.08,63.28,46.35,77.08,44.27,76.3,70.83,35.94,66.41,35.42,85.16,78.65,53.12,86.72,92.45,69.27,76.56,21.35,86.98,73.44,75.26,30.21,22.92,51.04,22.92,16.67,68.23,86.98,22.92,95.31,84.38,25.52,58.07,83.07,17.71,7.81,17.71,58.85,53.91,77.08,18.75,19.79,73.18,34.64,38.8,47.14,83.33,81.77,9.38,42.97,24.48,73.44,68.75,51.3,61.72,61.46,73.96,41.15,73.96,71.35,70.83,26.04,58.07,58.33,45.57,54.69,45.83,88.28,7.29,41.67,74.48,86.46,77.08,65.62,36.72,19.79,17.19,15.1,34.38,8.85,31.25,26.56,43.23,35.42,38.54,57.29
Brentford,38,59.38,71.35,47.92,50.0,31.77,20.57,41.15,45.57,25.0,29.69,31.77,34.38,22.4,26.04,30.73,53.39,59.38,64.84,34.38,29.69,69.79,91.67,30.73,16.67,32.29,77.34,69.01,86.46,61.72,52.34,65.62,81.25,13.02,72.66,83.33,88.54,25.26,30.21,88.54,69.27,12.5,52.6,80.73,30.21,21.88,16.15,24.48,14.06,42.71,60.94,80.99,25.0,35.42,62.24,77.08,86.98,46.35,41.67,34.64,82.55,77.86,55.73,88.28,20.05,19.79,28.39,65.62,56.51,36.98,17.97,24.48,32.29,41.15,62.5,88.54,83.85,83.33,22.4,77.86,84.9,88.28,50.78,87.5,78.12,28.65,40.1,75.0,70.31,28.91,34.11,62.5,16.67,13.54,11.98,23.44,16.15,11.98,23.96,31.51,60.94,72.4
Brest,34,64.32,60.68,76.04,73.18,50.78,36.46,71.88,60.94,59.9,65.62,39.58,43.23,63.54,65.62,99.48,99.48,55.21,64.84,73.18,74.48,53.65,95.83,66.15,48.96,64.32,95.31,96.88,70.31,97.92,76.04,80.47,95.83,1.56,50.52,74.48,47.92,38.02,71.88,40.62,51.56,72.4,69.27,48.96,71.88,81.51,79.17,86.98,79.43,19.01,18.75,66.93,60.42,29.43,23.44,27.6,40.62,78.65,93.75,28.39,74.74,77.86,92.71,91.67,30.73,27.86,87.76,30.73,44.53,88.8,25.78,27.86,73.96,41.15,18.49,90.62,70.31,49.48,43.49,36.98,34.38,27.34,71.88,86.98,32.55,64.06,73.18,48.96,92.71,65.62,57.55,84.38,47.4,22.92,52.6,85.42,21.88,61.98,75.78,86.98,96.88,32.03
Brighton,38,52.08,67.97,82.81,83.85,59.11,53.65,84.38,55.21,96.35,95.83,97.4,97.92,88.54,87.5,17.19,3.12,53.12,78.91,82.29,87.5,86.98,60.16,84.38,90.1,85.42,65.1,44.79,48.7,64.84,82.55,56.51,68.23,29.17,52.86,26.04,22.4,14.58,96.35,95.83,97.92,93.75,90.62,91.15,96.35,63.28,42.19,95.31,77.6,90.89,48.44,30.99,95.83,34.38,53.91,77.08,68.75,67.71,19.01,70.05,50.52,35.68,21.35,22.66,90.62,13.8,34.11,48.18,38.28,27.86,50.0,61.46,32.29,41.15,43.49,13.02,12.5,89.58,73.44,2.6,16.15,36.2,92.19,14.06,38.02,88.54,81.51,91.67,50.0,28.91,27.08,85.16,95.83,97.4,94.79,77.08,12.76,9.38,11.46,25.52,58.33,49.48
Burnley,38,28.91,20.05,25.52,27.6,31.77,20.57,26.56,36.2,40.1,41.67,48.96,50.0,41.15,41.67,21.35,49.48,35.16,20.05,30.21,30.99,13.28,17.45,22.92,72.4,21.88,44.27,30.73,41.15,57.81,52.34,38.28,39.06,54.95,75.0,21.35,77.08,12.24,42.19,92.19,73.96,29.69,50.0,52.08,42.19,59.9,44.27,35.94,42.71,83.07,83.85,66.93,40.1,62.5,16.41,22.92,60.94,11.46,29.95,34.64,38.8,26.3,18.75,74.22,5.21,8.85,14.06,95.83,95.83,11.98,61.72,61.46,73.96,41.15,88.02,75.52,96.88,100.0,92.71,43.23,70.83,92.19,93.23,89.06,84.38,29.17,27.08,47.92,31.25,65.62,44.79,10.68,35.42,38.8,39.58,14.58,21.35,18.23,51.3,57.81,6.77,88.02
Cagliari,38,30.47,25.52,31.77,19.79,42.19,53.65,35.94,29.95,8.33,8.33,5.73,5.73,10.94,13.54,42.19,78.12,35.16,14.58,32.29,11.46,32.81,96.88,14.58,22.92,15.1,17.45,16.15,34.9,15.62,26.04,25.26,17.97,86.98,14.06,14.06,74.22,53.91,6.25,15.62,13.54,7.81,16.67,21.61,6.25,10.42,12.76,5.73,8.85,13.54,67.19,33.85,8.33,62.5,41.41,33.07,39.32,44.27,50.52,34.64,57.81,26.3,28.65,78.12,19.27,46.88,22.92,38.28,18.75,25.0,42.71,41.67,32.29,87.76,60.94,71.88,62.5,9.9,24.48,80.21,78.65,44.01,21.09,83.33,54.69,14.06,33.07,25.0,18.23,65.62,40.1,35.42,8.33,16.67,8.33,17.19,47.14,47.66,13.28,8.33,57.81,36.98
Celta Vigo,38,39.58,50.0,46.35,42.97,31.77,45.31,54.95,45.57,39.58,39.06,60.94,60.94,30.73,28.12,9.38,21.35,49.48,61.98,57.81,51.56,50.52,44.01,41.15,49.74,41.67,58.07,59.38,54.43,54.17,60.42,58.33,69.79,26.56,51.04,32.29,76.56,75.26,40.1,28.65,32.81,39.58,62.5,51.56,40.1,42.19,41.15,38.54,50.52,49.22,37.5,35.42,39.58,82.55,28.65,33.07,40.62,85.42,54.69,47.4,30.73,26.3,62.5,64.06,34.38,25.52,45.31,45.83,42.97,27.86,69.79,61.46,73.96,87.76,59.38,58.07,55.73,5.73,68.23,81.77,68.75,44.01,43.75,63.54,30.73,42.19,52.08,49.48,59.9,76.56,29.17,39.84,39.06,53.12,33.33,19.27,34.38,44.27,56.25,41.67,47.4,38.02
Chelsea,38,87.24,91.15,75.52,77.6,92.71,91.15,80.21,87.76,91.67,91.67,92.19,92.71,86.46,85.42,27.08,7.29,79.69,74.74,79.69,81.25,76.3,14.06,72.14,92.19,71.88,71.35,54.17,66.67,47.92,85.94,68.75,57.81,52.08,60.16,33.59,61.2,10.16,92.71,94.27,97.4,81.25,88.54,88.02,92.71,94.79,90.1,84.38,69.27,94.79,34.38,16.67,91.67,10.94,41.41,33.07,52.08,64.84,18.23,93.75,57.81,26.3,49.22,35.42,76.56,10.94,32.81,67.71,63.54,45.83,42.71,31.25,73.96,87.76,49.74,24.48,25.78,62.5,70.31,46.61,50.78,75.26,70.05,28.91,16.67,76.56,83.33,89.06,64.06,76.56,51.82,73.44,92.71,93.75,89.58,69.27,39.84,45.31,14.58,46.35,44.79,72.92
Clermont Foot,34,7.03,17.71,23.7,25.52,75.52,77.34,26.04,12.76,51.56,52.6,52.08,53.65,47.4,48.44,69.01,79.17,11.46,24.74,24.74,47.4,18.75,32.55,46.88,34.9,46.88,65.62,70.57,59.9,79.95,29.69,84.38,82.81,23.44,45.31,87.24,53.12,13.28,53.12,73.96,60.94,66.67,18.23,16.93,53.12,40.62,32.29,80.73,62.5,24.74,60.42,60.42,52.08,80.21,13.28,45.57,53.91,83.33,67.97,83.33,17.71,47.14,56.25,34.9,56.77,18.75,24.48,93.75,96.88,26.3,82.81,80.73,73.96,87.76,86.46,87.5,84.9,85.42,55.21,38.54,75.0,95.05,77.6,39.06,67.19,45.57,22.4,16.93,80.21,81.77,11.72,38.28,47.92,46.35,42.19,43.23,59.38,27.08,77.6,76.56,55.21,88.54
Crystal Palace,38,61.46,40.89,39.06,56.51,42.19,29.95,38.54,67.45,30.21,28.65,41.67,40.62,25.52,20.83,8.33,33.85,70.05,36.46,48.96,34.64,38.8,26.3,21.88,17.45,21.35,96.88,95.83,90.1,95.31,94.79,77.6,49.74,78.65,65.36,48.96,91.67,86.2,31.77,33.85,39.06,31.77,45.83,45.83,31.77,72.14,67.19,23.44,21.88,54.95,31.77,2.08,30.73,71.61,62.24,33.07,44.53,50.52,36.98,47.4,78.12,35.68,63.54,71.88,32.81,43.75,41.41,34.38,25.0,62.24,22.4,31.25,32.29,41.15,34.11,58.07,75.52,8.85,9.38,51.04,81.25,50.52,29.43,71.35,5.21,18.75,43.75,44.27,88.54,28.91,79.95,48.96,32.29,44.01,36.46,5.73,83.85,52.08,11.46,26.04,15.1,39.06
Cádiz,38,3.65,8.59,16.15,12.24,31.77,20.57,14.06,4.95,8.85,10.94,13.54,13.54,4.69,4.69,44.79,92.19,3.91,17.71,13.54,19.79,15.62,91.67,8.07,7.55,7.81,72.92,67.45,76.04,73.44,35.42,78.91,86.98,10.42,55.73,33.59,62.5,45.83,9.9,20.83,8.33,15.1,23.44,7.29,9.9,12.5,11.98,9.38,30.73,3.91,52.86,28.65,8.85,11.98,16.41,77.08,4.69,90.1,15.62,25.0,82.55,47.14,44.01,88.28,8.59,21.35,50.52,58.07,59.38,62.24,17.97,24.48,32.29,41.15,46.61,99.48,97.92,29.95,11.98,88.54,88.28,98.96,65.36,91.15,41.15,7.29,12.5,9.38,78.12,28.91,8.07,35.94,6.25,15.62,7.29,4.69,26.04,16.15,38.8,59.38,71.88,91.15
Darmstadt 98,34,8.85,9.64,38.28,14.84,36.72,25.0,42.19,12.76,32.29,31.77,27.08,25.52,35.94,36.98,78.12,90.1,16.15,39.58,39.32,30.99,30.21,47.92,25.52,10.94,25.52,56.51,40.89,78.91,31.25,29.69,66.93,66.67,39.58,59.38,70.31,65.62,13.28,30.73,72.4,70.31,29.17,17.19,15.1,30.73,8.33,7.81,26.04,9.64,13.02,78.91,89.06,32.29,31.25,35.68,77.08,29.43,26.56,50.52,28.39,80.21,30.99,13.28,77.34,13.02,31.51,4.69,94.27,84.64,14.84,20.31,20.05,73.96,41.15,93.75,94.79,91.41,94.27,93.23,92.45,71.61,50.52,90.1,84.38,91.67,21.88,35.94,16.93,53.12,65.62,25.0,26.04,30.73,35.42,40.36,38.54,30.73,25.52,20.05,12.5,75.52,41.15
Dortmund,34,87.24,88.54,83.85,88.02,75.52,63.02,84.9,88.54,89.06,89.06,85.42,86.46,87.5,88.54,92.71,73.7,82.81,91.41,84.38,73.44,71.09,14.84,73.44,89.58,73.44,50.52,67.45,71.88,39.32,16.15,71.09,54.43,57.29,77.34,22.4,44.79,43.49,91.15,85.42,94.79,86.46,72.92,82.81,91.15,86.46,76.56,81.77,84.38,88.54,41.15,17.45,89.06,82.55,35.68,27.6,95.31,56.25,79.17,66.15,38.8,30.99,75.52,33.33,50.52,30.21,67.19,41.93,51.82,66.67,61.72,57.55,73.96,41.15,38.8,40.1,32.29,94.79,35.68,34.9,53.65,19.27,23.96,43.23,22.66,77.08,86.46,81.77,71.61,65.62,61.72,31.77,82.03,73.96,85.68,91.67,94.27,39.06,72.66,73.18,64.84,15.62
Eint Frankfurt,34,58.07,58.33,34.9,47.92,26.56,25.0,29.69,57.29,71.88,76.56,69.79,71.88,77.08,83.33,24.48,40.62,65.1,74.74,30.73,50.52,55.47,36.98,52.34,45.57,52.08,73.96,71.35,61.72,77.86,70.57,73.44,50.78,67.97,72.66,59.11,63.28,43.49,77.6,76.56,91.67,79.69,43.49,69.53,77.6,63.28,54.69,61.46,35.16,69.79,44.01,38.54,71.88,60.42,23.44,11.98,78.12,11.98,67.97,28.39,12.24,77.86,81.77,66.67,25.52,37.76,49.48,43.49,38.28,45.83,88.28,89.32,88.28,41.15,57.81,21.09,43.75,58.85,51.04,55.21,62.76,30.73,50.78,73.7,39.06,51.56,34.38,66.67,74.74,81.77,51.82,29.69,48.96,52.6,56.77,24.48,76.82,28.12,60.42,29.17,9.38,26.56
Empoli,38,6.25,9.64,19.27,7.29,59.11,45.31,20.31,6.77,16.15,12.5,17.19,14.06,17.71,17.19,11.98,40.1,8.07,9.38,15.1,8.85,10.42,48.7,10.42,21.88,10.94,53.12,55.73,59.38,42.19,57.03,51.56,30.73,84.38,69.01,13.28,77.6,75.26,11.98,55.21,40.1,11.98,12.5,16.15,11.98,22.4,11.46,18.23,13.02,34.38,69.53,58.85,16.15,38.8,68.49,45.57,11.46,93.75,21.88,47.4,30.73,47.14,6.77,59.38,15.36,40.62,52.08,66.67,72.66,51.3,69.79,61.46,85.16,41.15,37.5,53.12,61.98,45.83,93.75,59.38,91.67,79.95,32.29,75.0,73.44,10.94,14.06,16.15,52.6,76.56,8.85,12.76,19.27,30.99,29.17,6.25,84.38,4.17,31.25,68.75,18.75,59.9
Everton,38,28.91,62.5,65.89,45.31,22.66,20.57,53.91,16.15,13.54,14.06,22.92,23.44,6.77,6.77,47.4,83.33,3.91,36.46,41.15,27.34,42.97,56.77,17.19,12.5,17.71,94.27,90.1,89.58,70.83,92.45,83.33,82.29,26.56,76.04,73.96,84.9,53.91,15.62,58.85,21.35,10.42,55.21,49.48,15.62,19.27,19.79,10.94,23.44,26.04,57.81,46.35,13.54,51.82,68.49,45.57,44.53,13.02,16.15,25.0,30.73,26.3,75.0,92.19,27.08,4.17,60.94,48.18,53.91,78.65,69.79,80.73,32.29,41.15,49.74,98.96,97.4,76.04,28.65,65.1,73.7,50.52,77.08,88.28,55.21,15.1,48.96,43.75,85.94,28.91,10.16,83.85,9.38,24.48,10.94,14.06,50.0,32.81,70.05,71.88,71.35,40.1
Fiorentina,38,69.01,54.43,70.31,64.06,42.19,72.4,69.79,69.79,65.1,67.71,50.0,47.92,75.0,75.0,95.83,95.83,66.15,61.98,70.31,77.08,83.33,87.5,76.56,40.1,76.56,25.0,18.75,15.62,43.75,73.18,31.25,11.46,93.23,23.44,4.43,8.85,79.69,64.06,10.94,19.27,63.54,83.85,70.83,64.06,35.94,31.25,54.69,68.75,49.22,69.53,40.1,64.06,55.99,86.2,77.08,42.71,64.06,67.97,70.05,23.44,77.86,18.23,86.98,20.83,36.72,71.35,29.69,30.73,45.83,77.08,80.73,73.96,41.15,27.86,66.93,47.92,70.31,25.0,27.34,6.51,4.95,36.46,85.94,58.07,71.35,69.79,72.92,23.96,65.62,79.95,60.68,60.42,60.94,66.67,82.29,61.46,34.38,60.42,54.69,84.38,6.77
Freiburg,34,49.22,63.54,30.47,38.02,83.07,87.5,39.58,52.34,38.54,40.62,35.42,38.02,44.27,44.79,43.75,72.4,50.78,58.07,33.59,41.15,39.58,74.22,41.67,21.35,40.89,48.44,38.54,78.91,8.85,47.4,20.83,13.54,84.9,79.95,37.76,71.61,79.69,39.58,68.23,51.04,47.4,25.52,30.73,39.58,22.92,18.49,33.33,32.29,9.9,88.02,83.33,38.02,72.92,35.68,45.57,72.4,47.4,62.5,83.33,53.65,47.14,43.23,93.23,4.69,1.04,28.39,60.16,45.31,66.67,46.88,35.68,88.28,41.15,59.38,76.56,80.21,73.7,64.06,62.5,62.76,64.58,39.58,94.27,93.23,35.42,39.58,30.21,28.12,81.77,25.0,48.44,31.25,25.0,41.67,26.04,42.19,15.1,20.05,21.88,36.72,57.81
